DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
1566	__label1__	4	N	Musical Instruments	B003FRMRC4	Yamaha YPG-235 76-Key Portable Grand Piano Premium Pack	Perfect for me	I'm not ambitious in terms of playing keyboards or any musical instrument so this set is great for me. I'm learning quite a bit and I'm progressing along. However, you have to understand that you are not getting the best deal all around with this.
10308	__label1__	5	Y	Video Games	B00EI4V3FU	Turtle Beach Ear Force P4C PlayStation 4 Gaming Chat Communicator	HEADSET	This is a great headset, But only down fall is that the game sound does NOT come through this headset, its just voice chat. If your wanting game sound come through also, this is NOT the headset for you. Works great and is comfy when playing the PS4
10322	__label1__	5	N	Musical Instruments	B0002F741Q	Vic Firth American Classic 5A Drum Sticks	Drum roll. Great	Great set of sticks. I always buy 5A size sticks because of the weight and length and these sticks are great. They have actually lasted longer, by that I mean not breaking, than I originally thought. I would definitely buy again!
18919	__label2__	5	Y	Video DVD	B005NQ5LL4	Heroic Age: The Complete Series S.A.V.E.	I really like the emotional roller-coaster this show takes you through	Not big on Mech type anime' but the music, though repetitious, is emotion evoking. I really like the emotional roller-coaster this show takes you through.
14377	__label2__	5	Y	Watches	B00451ZGCW	Armitron Sport Men's 408231RDGY Digital Watch	Armitron	This watch is GREAT!  Looks Good!  Feel Good! Very Classy Sporty look!  Great bang for your buck!  I would recommend this watch for any and everyone.  I purchased this watch to wear while I exercise, now I may buy another one for my everyday wear.
13573	__label2__	5	Y	Tools	B00CIPKH0I	iMeshbean® Wireless Home Security Burglar Alarm System K05 99 Zones USA	awesome & smart systems	Great systems & easy to install. I got mine setup less than an hour. Instructions are helpfull & easy to understands
3844	__label1__	1	N	Outdoors	B00AK6QTRM	Tailgate360 Corn Hole and Bean Bag Toss Size Bean Bags, 8 Pack	Cheap bags! Stay away!	Very disappointed with these bags. I could tell when I opened the box that they looked cheap; more like the ones you see in big box stores. Sure enough, a few tosses in, one of the bag broke. After we decided to play with 3 bags per color, another bag broke! Unfortunately for us, it was the same color! That left 2 bags left of one color and 4 of another. We decided to just quit playing altogether.
17747	__label2__	3	Y	Sports	B00FW2OSPE	Tiberius Arms T9.1 FSR Rifled Barrel 0.683	it works well with FSR	the barrel works great with FSRs but I have to change it in mid game if i need to change to regular paint
1862	__label1__	3	N	Books	1593593422	Owls i-Clip Magnetic Page Markers (Set of 8 Magnetic Bookmarks)	Hard to get off	I bought these for my son and he likes using it however he sometimes has problems taking them off since they are hard to get off.
13184	__label2__	5	Y	Apparel	B0072IHUD8	Dickies Everyday Scrubs Unisex 40 Inch Lab Coat,White,X-Small	Exactly What I Was Looking For	I needed a lab coat for school and this filled the role perfectly. I've used it for hospitals as well. Fits well and does the job,
9168	__label1__	5	Y	Jewelry	B00N1PALOG	Liroyal Art deco owl vintage retro Long necklace jewellery pendant style 1	I end up using it! LOL.	Aww this is so cute! I was planning to give this as a present to my friend but I end up using it. It was really cute, so fabulous and very eye catchy. I wanted to buy another design soon. Well, price is better than the malls. Really love this!!!!!!!
3265	__label1__	1	Y	Baby	B008STIQGU	Little Dundi My Early Steps Baby Walker, Gray	Would not recommend to anyone	I was very unhappy with the design of this device. My nephew who is 11 months old was immediately irritated with the upper portion of it because it rubs against his face. When you hold the straps after just a few moments your hands begin to hurt. I thought this would be an ideal gift but unfortunately this product is not what it says it is. Plus it is way too overpriced at $34.95
19312	__label2__	1	Y	Furniture	B006MISZOC	Zinus 14 Inch SmartBase Mattress Foundation / Platform Bed Frame / Box Spring Replacement / Quiet Noise-Free / Maximum Under-bed Storage, Full	Missing one screw nut	As I opened the package the platform already missed a small part, one screw nut. Because of this my platform is not as steady as described by some other reviewers. I actually like this platform. It is easy to setup, light weighted but because of the missing screw nut, it makes some noise some times. I will look for some contact info to see of they can ship me the one missing screw nut and do some followup comments. Otherwise I will have to do a return and reorder.
19963	__label2__	1	Y	Video DVD	B00FEOYY8G	Alfred Hitchcock Presents Season 6	Really, they sell that bad?	"Apparently the first 5 Seasons didn't sell well enough to get a ""real"" release!<br /> While I'm glad it's from Amazon and not a more expensive MOD service, I<br />can't see how the previous seasons sold so poorly that that we get this...<br />I would love if there was some way to verify the image quality before spending<br />money on this and it also makes me wonder if the series will ever be finished...<br />  This doesn't seem too optimistic for the Hitchcock Hour to ever be released.<br />  Also, these sets were packaged nicely and I don't want a front cover in an Amaray<br />case that doesn't match.<br />  Hopefully the lack of a release date is Universal reconsidering!"
14085	__label2__	4	Y	Tools	B000BQUGUM	3M SandBlaster 9188NA 3-Inch by 18-Inch 120-Grit Finishing Power Sanding Belt	They quickly put a very fine edge on our tools	These belts are being used to sharpen leather working tools.  They quickly put a very fine edge on our tools.  However it requires a very light touch or a variable speed belt sander.
3043	__label1__	1	N	Baby	B000NNBFPI	Soft Sorting Pals Toy	i didnt liked	I am quite disappointing to get this toy item.The toy I received was defective;some item was permanently distorted into a weirdly wide-open position that immediately brought.its totally money loss.
6336	__label1__	5	N	Toys	B004I41M6K	Classic Aviator Hat - Pilot Aviator Cap - Vintage WWII Hat Funny Party Hats®	Funny cap..	My son adore this cap. He loves to wear it everyday even after their Halloween party. He even told me to order more for his closest friend so that he had a companion wearing this cap at their school all the time. Well, that sounds funny but I will definitely buy more!
7831	__label1__	5	N	Sports	B00BBLDN56	Nayoya Abdominal Mat for Full Range of Motion Ab Workouts	Great mat !!!	Really Great mat !!! Really Great mat !!! Very Super fast shipping!This is one of the great product that is made with quality.The mat is awesome and I use it every day. Highly recommend this product to every person !!!!!!!!!!!!!!!!!
12026	__label2__	4	Y	Grocery	B000MBZGBA	Haribo Color-Rado Gummi Candy / 200g / 7.1oz.	Hard to find in USA	Tasty but kind of pricey.  I sort of got hooked on these in Germany, and although I can find other Haribo products in stores Color rado can be really hard to find elsewhere.
9041	__label1__	3	N	Furniture	B00275EWQ4	Wall Mount Jewelry Mirror - Brown Walnut	Very nice	Very nice, sturdy mirror with capacity for lots of jewelry storage. The inside of the jewelry holder could have used some better organization, given that the compartments are very large and jewelry tends to be very small.
18185	__label2__	4	Y	Jewelry	B00BXJ1WUE	316L Stainless Steel Amethyst Purple Cubic Zirconia CZ Eternity Wedding 3MM Band Ring Sz 7	A Good Purple	This one turned out to be a little darker than I expected, but still I can tell its purple and not onyx. Any lighter and I guess it would be lavender, and if i had wanted a lavender ring then I wouldhave bought a lavender ring. It IS purple, by crackety, and its gorgeous!
3437	__label1__	2	N	Apparel	B003ZW31LA	Champion Women's Favorite V-Neck Tee, Oxford Gray, X-Large	Sizing is good	"If you like your workout clothes to ""breathe"" a bit rather than trap all the sweat in, this are not the shirt for you. Sizing is good though. Good thick quality if that is what you are looking for."
899	__label1__	4	Y	Wireless	B00CTY35E8	Ariza Imperial® Leather Case for iPhone 4 / 4S - Hard, Ultra Thin Plastic Cover - Strong Protection, Slim - Luxury Design with Bling - Best Designed for Apple Cases - Lifetime Warranty - Top Design for Men & Girls - Leaux Comfort Series (Black with Gold)	case was perfect!	This phone case was perfect! Exactly how it was described. Great price and it came a bit sooner than what was expected!
8907	__label1__	5	Y	Automotive	B00CB21ZFE	"Upgr8 Universal 4-Ply High Performance 45 Degree Elbow Coupler Silicone Hose (4.0""(102MM), Red)"	A product like no other!	A powerful silicone hose that is capable to withstand high temperature range. It has a thick layer that can withstand pressure. This is the best product you can use for your vehicle.
4753	__label1__	5	N	Beauty	B004600K00	Tresemme Smooth & Silky Shampoo with Moroccan Argan Oil, 32 Ounce	I like to use a lot of shampoo!	If you use globs and globs of shampoo this is a great product for you. It is cheap and it if you overuse shampoo like I do its a great value.
15662	__label2__	4	Y	Watches	B0006AAS7E	Invicta Men's 8932 Pro Diver Collection Silver-Tone Watch	great looking watch	Great price. It was a little smaller than I thought it would be with the face harder to read than I thought.
2471	__label1__	4	N	Luggage	B002NU6F9A	Totes Signature SuperDome Auto Open/Close Umbrella, Awning Stripe, One Size	easy to carry	It's too bad we can't buy this item at the store. Its sturdy construction and double canopy make it ideal for my city walks. It's compact design makes it easy to carry. This was exactly what I hoped to find.
605	__label1__	4	N	Video Games	B00Y3L54AS	Ortz PS4 Vertical Stand with Cooling Fan [Charges 4 Controllers]	Highly recommend	I highly advise this product, this is a great accessory for me an I think for all the game lovers, who can't see the burning PS4 and want to cool that.
688	__label1__	2	N	Home Improvement	B0001P73VI	"Zelco ""itty bitty"" Book Light, LED Edition"	did not work smoothly	The clip on the book light did not clip strongly. The button to turn the light on and off did not work smoothly. The light was dim and blue colored. The light bulb did not work long. I do not see a way to change batteries.
19703	__label2__	5	Y	Wireless	B009AOCNXY	"ChargerCity 12v Garmin Nuvi 2xx 11xx 12xx 14xx 2200 2300 2350 2360 2370 2450 2457 2497 2539 2555 2557 2559 2597 2598 2639 2689 2699 3550 3750 3760 40 42 44 50 52 54 55 56 57 58 65 67 68 GPS Vehicle Power Cable Car Charger Adapter with extended 6FT Straight Cord, custom ""L"" Shape Connector & magnetic ferrite to prevent Electro-Magnetic shock w/ChargerCity direct replacement warranty (Best Replaceme"	Works just like the OEM charger I had that died.	Works great with my Garmin.  Gives the ability to power up my Garmin unit while driving and charging it at the same time.  I bought another &#34;charger&#34; prior to this that would not do that.
1839	__label1__	2	N	Home	B001G8FW1M	SINGER 7469Q Confidence Quilter Computerized Sewing and Quilting Machine	Very disappointed.	Very loud and the foot pedal does not work right, when I press to start sewing it won't go, and when I stop it still wants to run, very aggravating, Got this machine to do my quilting on and it doesn't hardly want to pull fabric thru. Wish I could get money back. Very disappointed.
18807	__label2__	5	Y	Wireless	B0082YVBMW	Duracell Powermat 24-Hour Power System for iPhone 4/4s - White	Excellent	I bought this,and it works excellent. Very easy to use and very convenient. I would buy this product again. Thank you
5060	__label1__	5	Y	Beauty	B002OSEMYG	Natureful Hyaluronic Acid Serum with Vitamin C 100 % Pure Beauty Anti Aging Skin Care Cream & Moisturizer Treatment for Your Face Quality Topical Facial Solution with Vitamin C & E, 1 oz	I love hyaluronic acid	I love hyaluronic acid, because it is highly potent in helping to fight against the signs of ageing! This is really nice serum, and my face feels amazing! I can't wait to keep using it, and seeing what the long term results are! Thanks for this great serum!
1023	__label1__	1	Y	Lawn and Garden	B00116SH70	Hudson 18539 3.75 Gallon 2.4 HP 2 Stroke Gas Powered Professional Bak-Pak Power Duster	not happy with this	junk ---pipe pulls right out every time . top seal from tank cap leaks everytime,,u could only spray downwards cant spray upwards with this .. i would not buy this again .
5910	__label1__	5	N	Kitchen	B0077761MU	EastVita Travel Coffee Mug, 24-105mm	Always Ask the Seller for logo!	After hearing all the bad reviews about getting a Caniam brand and such I decided to really research into this.<br /><br />So I emailed many sellers of what their logos were on it. There was only two sellers who told me that they had the Canon logo (W&H Store) and (Pocket Store).<br /><br />I decided to go with W&H Store cause they were cheaper and boy did I make the right choice. Lens came extremely earlier than expected and it did indeed have the Canon logo and Made In Japan text. As a person who loves photography and almost anything to do with it, this mug was a great buy.<br /><br />First thing I tried when I got it was testing if it really kept water in, as told by other reviewers. It leaks water from the drinking spout when you hold it upside down, but of course, the spout is just a hole with a cover, and why would I be drinking coffee upside down? So that didn't really matter.<br /><br />So other than that, this mug was a great buy, looks realistic, holds a nice capacity of coffee, and looks really realistic. I trick a lot of people into thinking It's a real lens when they first see it, so I wouldn't be surprised if I accidentally tried to stick this on my camera from time to time.
11707	__label2__	4	N	Beauty	B00AE07BMQ	AXE Styling Gum Messy Look, 3.2 Ounce	Good Stuff	"I've used hair spray, mousse, gel, wax, and such in my hair through the years, and Axe Spiking Gum (and their Glues) ranks up there with my favorite of these products. It holds as firmly as a hair spray while being easy to apply with your hands like hair gel. I've used a couple other Axe Spiking products (Glues), and this one's as strong but it leaves a nice ""messy look"" after you brush it out. It's a nice look (and I've found that it kind of helps my thinning hair look a little less thin than the Glues).<br /><br />The 3.2 oz size means that you can take in your carry-on baggage for a plane flight - it just slips under the TSA's 3.4 oz limit for liquids and gels. That's rather nice...though I've TSA agents check the size of the package many times.<br /><br />It's got a pleasant smell and just a bit - a drop - is needed to style my hair. Consequently, one tube of the stuff lasts me a long time."
6715	__label1__	5	N	Lawn and Garden	B00MEMCLW2	Pulled Pork Claws - Durable Meat Shredder	Perfect for my kitchen	This is the best ever meat shredder i ever use, i can easily shred my pork without even making my kitchen messy and its very easy to use. I felt im a big fat bear with a claw using this,hehe. My mom saw me using this claw one time and she really laugh at me says im cute on this one. But she was amazed that my kitchen is not that messy when it comes to pork shredding. This claw was so easy to clean too!
10750	__label2__	5	Y	Electronics	B001WHQ9C8	Monoprice 100ft 14AWG CL2 Rated 2-Conductor Loud Speaker Cable (For In-Wall Installation)	Excellent value	This in-wall speaker cable is a great value.  It is sheathed appropriately, contains the guage I ordered, and shipped quickly.<br /><br />Thus far I have been impressed with several monoprice products, they have been excellent products at an excellent price.
1005	__label1__	3	N	Sports	B001CCJ73Q	Fat Cat Reno II 7.5-Foot Billiard/Pool Game Table	Nice lookin but playing surface needs work	Beautiful looking table. But after playing on it for a week I noticed a bubble on the felt. After taking the table apart. Seen how the felt was put on. Board then some kind of laminates then the felt. But the felt is cut to fit just the top. Not wrapped under. Disappointing.
6651	__label1__	5	N	Baby	B00GTVD2TA	MY Konjac Sponge All Natural Fiber Baby Bath Sponge	Great for baby's sensitive skin!	I am already a huge fan of My Konjac Face Sponges, so I was very excited to try this Baby Sponge! It's super soft, ideal for my son's sensitive skin! And I love that it's 100% natural! Plus your baby gets fascinating by the fact that it gets super soft when it touches the water: fun bath time!
2650	__label1__	2	N	Wireless	B00HFPOX9W	Garmin vívofit Fitness Band - Blue	Slids	I hate the way this band fastens. It wants to slide off every time I get a little bit sweaty, which if you are wearing the thing you are probably going to have some sweat.
20501	__label2__	5	Y	Shoes	B0074BPWBU	Clarks Women's Artisan By Clarks Ruthie Shine Mule,Dark Brown,7 M US	A comfortable Clark!!!	A wonderful Clark!!  Just what I expected.  Very comfortable and a nice looking shoe.  I could not be happier. I Love Clark Shoes!!!!!!
14544	__label2__	5	Y	Automotive	B00JJZ1X12	2 Pieces (SET) Tuff Support Hood Lift Supports 2000 To 2005 Ford Excursion / 1999 To 2007 Ford F-550 / F-450 / F-350 XLT / F-250 XL & XLT Super Duty	Goos parts replacement.	Seem to be of good quality and fitment.  Timely shipping in good packaging.  Recommend this product. Much cheaper than the local parts house as well.  Thank you.
2435	__label1__	3	N	Watches	B000K1MY6W	GUESS Women's G75916L Brilliance on Links Silver-Tone Watch with Link Bracelets	look and it's was heavy especially for a man	I really was pleased with the bracelet on the look and it's was heavy especially for a man. I had purchased this for my husband he has not worn it yet and just being in the jewelry box it began to fade.
6318	__label1__	5	Y	Lawn and Garden	B00T33VRHA	Poziteev - [1 Pc] Grill Glove - One Size Fits All - Multipurpose, Food Safe and Eco-Friendly Barbecue Gloves	quality product and value	very thick  and sturdy yet flexible. I really wanted this for my cast iron pan that I use for most things I cook. The handle gets extremely hot, this glove is excellent  for holding it while  stirring or flipping. Love it!
12548	__label2__	5	Y	Video DVD	B00MMPB66I	Almost Human: The Complete Series	Almost Human-Great watching	I was so excited when this series came out and disappointed when it was canceled so quickly. I have enjoyed all the episodes and really like the entire cast. Very happy I added this to my DVD collection.
3151	__label1__	4	N	Tools	B000WZCSTO	Gerber Gorge Folding Shovel [22-41578]	Great quality at a great price	Great quality at a great price. Sized to fit in an emergency pack , car, etc. It is small and easy to store. The only negative to this purchase is that it did not come with a case.
9833	__label1__	5	N	Video Games	B000S0RL7W	PowerSaves - For Nintendo Wii	very nice	playing Wii with the powersaves SD card is so different now, and i like it very much, first things first, in order to use the SD card you can't just insert it in the Wii, you have to save data into it first, the cheats already come with it but all you have to do is set it up in the computer by inserting the SD card and just download the cheats.<br /><br />you can follow the tutorial on youtube because that is what i did, it was very easy like that following the steps and then also follow the steps about the Wii console, because you also have to save the data of the SD card into the Wii, everything is on the tutorial, and it works very good.<br /><br />the SD card is not only for cheats, you can also save music, videos, and pictures, all that stuff in one SD card how awesome is that!<br /><br />i like it really much and i can recommend this for sure, it's something that is really easy to use and really easy to set up! highly recommended.
10378	__label1__	4	Y	Watches	B003DZ7VZG	Casio Men's AE1000WD-1AVCF Silver-Tone Digital Watch	Pleased to purchase.	This is nice gift for my 12 year son, but it is bigger than the picture shown.<br />I take it easy bcoz now trend is for table clock size watch use as wrist watch :).<br />Very easy to open the link chain to reduce size, thanks to Casio.<br />One things i noticed that the specification says in amazon that it has glass screen but i guess i found it plastic.<br />It is not time to gave full mark for it, after use of some days i can say that. Because i have one Casio watch which is also illuminator  and said 10 years battery life but battery back out in 2 years.<br />Casio have to give a good quality box for it. It came to Dhaka, Bangladesh by one of my friend in December 24, 2013.<br /><br />Hope to back with good news in future.....
12865	__label2__	2	Y	Camera	B00GRVKFME	NEEWER Macro Extension Tube Set for NIKON DSLR SLR Camera Lens (Black), Extreme Close-Ups /such as D90 D300 D300S D600 D3000 D3100 D3200 D5100 D5200 D7000	Probably better to just buy the macro lens	it works but it's a struggle.  I was looking for a cheap way to go about it...and boy, is it cheap.  Probably better to just buy the macro lens.
19549	__label2__	1	Y	Home	B00DBRL4HM	Whitmor 6505-4362 Color Coded Mesh Wash Bags, Set of 3	ZIPPERS BREAK IN WASH!!!	These bags have CHEAP plastic zippers, like you might find on dollar store ziploc bags.  My second time using the green bag, the zipper split open in the wash and my daughter's delicate sweater came out.  My return window ended a week ago so now I'm stuck with crappy bags that I can't trust to work as intended.<br /><br />I bought a small bag at &#34;kaymart&#34; a year ago.  It was much better quality and has held up well.  If you're shopping for mesh bags, you obviously care about your clothes.  I never thought I'd say this... but this is one item you should buy in person -- make sure they have good zippers!
4160	__label1__	5	Y	Home Improvement	B00CUVOCMO	Magic Colour Changing Egg Timer Time Kitchen Gadget Cook Boil Eggs Thermometer	Useful thing to own!	This is boiled eggs made easy. I used to struggle not knowing where to stop boiling my eggs however not anymore. Love this.
12642	__label2__	5	Y	Apparel	B005FQNLAU	Dickies Men's Short Sleeve Coverall, Dark Navy, X-Large Regular	Nice	My husband wear Dickies coverall to work and love them because he don't have to pull up pants to do his job.  The only problem he has had so far is irritation around the bottom sleeve area, but other than that he loves the coveralls.
5920	__label1__	5	Y	Electronics	B00RH5ZY0W	2016 UPDATED MODEL KOPR Hi Definition Acoustic Bluetooth Speaker 3.0 Portable Wireless HandsFree Streaming Sound System	Would definitely recommend it!	Fun speaker!! has some great sound does not distort and love that fact it has a mic so I can use it in the car or where ever I am! People can hear me pretty well so I am very happy with the purchase. Would deff recommend it
12320	__label2__	3	Y	Grocery	B00CD2TP5E	Let's Do Organic Unsweetened Coconut Flakes, Toasted, 7 Ounce (Pack of 12)	Not as tasty as the untoasted!	I loved the untoasted version of this particular coconut, so thought the toasted type would be fun. But, the flakes are a bit tough. Just not nearly as nice as I expected. I don't know if toasting the large flakes is the reason the flakes are so tough, but 2 of the bags have been that way. I think I will stick to the untoasted ones.
3104	__label1__	1	N	Office Products	B00OLMDW4O	Toner Kingdom® Remanufactured Ink Cartridge Replacements for Lexmark 36XL & Lexmark 37XL for Lexmark Z2400 Z2420 X3650 X4650 X5650 X5650es X6650 X6675 Z2400 X3650 X4650 Z2420 Printers(2Black, 2Color)	I did not like this product	I did not like this product. It did not print a single document even though it passed the test page. I would not buy from this co. again
1591	__label1__	2	N	Grocery	B0002PUB9S	Atkins Cuisine Penne Pasta -- 12 oz	Far too expensive	Yes, these pasta's provided me with a good and proper taste. But their price is way to high for the quantity which can be found in one box. I was expecting a higher amount of pastas to be found inside. Considering the above mentioned statement, I cannot recommend them. Their taste is good, but not that excellent. I will stick with the common pastas.
18178	__label2__	1	N	Outdoors	B00KAG7L7E	Wordlock CL-422-BK Black 4-Dial 6-Ft. Cable Lock - Quantity 4	"Bike thieves love these ""locks"""	THIS IS NOT A LOCK!! It is the illusion of a lock and no thief is fooled by it. Smart bike thieves give these out -- or post favorable reviews.<br /><br />Three students at my school bought these locks. All three lost their bikes the first day. CABLE LOCKS DO NOT WORK!! Thieves cut them without breaking stride.
20769	__label2__	5	Y	Home Entertainment	B007TEE90W	VIZIO E240AR 24-Inch 60Hz LED LCD Class Edge Lit Razor HDTV (Black) (2012 Model)	Perfect size	I was looking for a tv for my toddler. Perfect size and great picture quality. I would suggest this brand of tv to anyone
18755	__label2__	4	Y	Electronics	B007ZT1GQ6	SIIG CE-KV0411-S1 2-Port DisplayPort KVM Switch	I'm pleased with the performance of this product	This is a decent KVM switch, especially at its price.<br /><br />I stopped short of giving the elusive 5th star, because the cables included with this model is not what most folks are likely to need. Virtually all of the computers using DisplayPort come with a Mini DisplayPort plug. So what you end up doing is having to pick up an adapter, which will set you back around $10.<br /><br />That said, I'm pleased with the performance of this product. It works just fine with my Mac Mini and Intel NUC (as stations 1 and 2) at the 2560 resolution on my Dell U3014 monitor.
2484	__label1__	3	N	Automotive	B00173U7D4	North American NA222-6 Pure Citrus Orange Air Freshener, 6.25 oz (Pack of 1)	Not so good	I finally after all these years found a fragrance that I dearly loved. What in the world has happened to them? No smell at all and I use to get compliments on these, but no more. Too much money for watered down products.
5947	__label1__	5	N	Electronics	B0046L8QHS	Klipsch SW-311 10-Inch Subwoofer - 500 W RMS (Black)	Hands down, if you have $200-500, look at this and no other.	This subwoofer is pretty dang big, bigger than what i was expecting. Very solid build, the wood is real. The grill plate is heavy, solidly made and protect it well. I have to keep this unit turned down pretty low, it rocks the neighborhood.<br /><br />Hands down, if you have $200-500, look at this and no other.
7678	__label1__	5	Y	Furniture	B00ENEQ0NK	Kesrer Laptop Cart with Wheel Laptop Stand for Home and Office Laptop Desk on Wheels Notebook Stand for Bed & Couch	Fabulous	I brought it for company meetings.very stable and useful.Unique design,recommend this product.I am going to buy one for my home.
16478	__label2__	5	Y	Home Improvement	B000UW3RO4	Whirlpool 4396508P KitchenAid Maytag Side-by-Side Refrigerator Water Filter, 2-Pack	Just what the doctor ordered	This purchase saved me a lot of money. I change filers every six months and they are not cheap. Thanks
2921	__label1__	4	N	Outdoors	B00BN51GWW	High Sierra Loop Backpack, Sunglasses Fuchsia/Pink, 19x13.5x8.5-Inch	Very colorful	I really like the bright colors of this pack. It is stylish indeed. The only drawback is that dirt sometimes gets caught in the mesh like fabric on the back of the pack.
11310	__label2__	5	N	Electronics	B00945RAQY	Sony HTCT260 Sound Bar Home Theater System (Discontinued by Manufacturer)	I upgraded my HTCT100 and couldn't be happier - expansive sound, easy setup, and great price - Bluetooth a major bonus as well	"Premium television sets used to advertise their screen size, image sharpness, and sound quality.  Not any more.  When you buy the latest LG, Sony, or any other LCD, LED, or Plasma display, the speakers are always on the back and very tinny with little bass response.  In short, the television manufacturers do not expect you to actually use the speakers in the TV.  Many diehard audiophiles will decide to spend hundreds or even thousands of dollars on stereo receivers hooked up to surround sound speakers.  For those with lots of money, space, and the time to set it up, these home theaters can be great.  For the rest of us, we want quality sound from our televisions that is compact and easy to setup.  This is the place where the Sound Bar really shines.<br /><br />There are many brands with some similarities - you typically get a long speaker to go under the TV itself, either on its own stand or mounted on the wall.  There is also a separate sub-woofer for deep noise response.<br /><br />This Sony HTCT260 was an upgrade to my existing Sony HTCT100.  Despite similar names, they are quite different.  To start, the Sony HTCT100 was a total of 250W of sound - three 50W speakers in the bar and a 100W subwoofer.  The Sony HTCT260 is 300W - two 85W front speakers and a 130W subwoofer.  Whether the front is two or three speakers is immaterial - they are all inside a single bar.<br /><br />The Sony HTCT100 had a subwoofer that plugged into the wall, and the audio from the source plugged into the subwoofer.  Then the Sound Bar plugged into the subwoofer with a proprietary cable.  That meant the subwoofer had to be near the sound bar.  However, it also meant that the subwoofer was a receiver in itself, with HDMI pass thru, analog input, and optical input.  HDMI pass-thru means you can plug your Blu-Ray player into the subwoofer, and then plug the subwoofer into the TV.  It had multiple HDMI inputs so the Sony HTCT100 could switch between sources.<br /><br />The Sony HTCT260 does away with the HDMI select capability - in fact, it doesn't have HDMI input at all, and the inputs are on the sound bar, not the sub-woofer.  The sub-woofer is a remote wireless device, so it can be placed anywhere, a major bonus.  It is shorter than the HTCT100 subwoofer, despite being more watts, is easier to conceal.  The only inputs are on the bar itself, consisting of Analog, Coaxial, and Optical.  Why did they make this change?  Consider my use of the HTCT100.  When I bought a TV that had networking capability, it meant that half the time I was using my TV, it was for content from the TV itself.  Since my TV had lots of HDMI inputs, it meant every device could also plug into the TV.  I eventually stopped using the HDMI passthrough and just plugged the optical out from my TV into the HTCT100.<br /><br />Since I assume most people have similar televisions now, the removal of the HDMI inputs and the wireless subwoofer of the HTCT260 makes sense.<br /><br />In terms of style, the sound bar is sharp looking, a little longer and wider than the HTCT100, and with a built-in display, it looks really good in my TV setup.  There are touch sensitive input select and volume buttons on the front, so you can adjust it even if you lose the remote control.<br /><br />Most important, how does it sound?  In a word, amazing.  I was dubious that the extra 50W would mean anything, but I found the sound far more immersive and expansive than with the HTCT100.  Previously on the HTCT100, I had actually hit the MAX and still thought the sound was too quiet for some sources, but now I can crank up the volume and actually get it too loud.  The bass is full and can be felt, but is not overpowering.  Simple ""sound field"" buttons on the remote allow you to adjust the effect for movies, games, or music.  With the subwoofer placed in the back of the room, I can achieve most of the surround sound effect without having to run wires and place tons of speakers.<br /><br />Finally, pairing the speaker with my iPhone via Bluetooth couldn't be simpler.  I hit ""Pairing"" on the remote, and about 30 seconds later I was blasting Tchaikovsky through the speakers from the iPhone.<br /><br />Highly recommended - I'm sure you could get better sound with a more expensive system, but bang for the buck, I am totally happy with this sound bar and highly recommend you get one to go with your new television set."
11693	__label2__	4	Y	Luggage	B000SKXRSO	Belle Hop Personal Stash, Ivory	Needs a Closure	This Belle Hop Personal Stash would be perfect if it had some type of closure (which could even be a button).  I placed 2 credit cards, driver's license and some cash in it, which all items fit perfectly, but the money started to move around a little and I believe if there was some type of closure a the top it would give me a piece of mind that the cash would fall out.  It appeared that the credit cards and drivers license wouldn't fall out, but cash possible could depending on how its folded within the pouch.  This is a great product regardless, but it would get 5 stars if they come out with a way to fully secure the items you stash.
15791	__label2__	2	N	Toys	B0088NV02I	Funko POP Rocks The Beatles Ringo Starr Vinyl Figure	poor quality, not worth the price	I bought this as a Christmas gift for my 4 year old who loves the Beatles, especially Ringo.  As mentioned by another reviewer, the quality of these is not at all like shown in the picture.  Lots of paint smudges and nicks.  I would not recommend purchasing one without being able to see the quality (or lack thereof) in person to make a decision.  Not worth the amount paid.
8815	__label1__	5	Y	Tools	B00Q2HG3N8	ON THE WAY®2 Pcs 3.7V 880mAh CR123A 16340 Rechargeable Battery	great batteries at a fair price. I use these with my gopro handheld gimbal and having spare batteries is awesome.	great batteries at a fair price. I use these with my gopro handheld gimbal and having spare batteries is awesome.
8016	__label1__	5	Y	Shoes	B00LFKSYHA	Grebago Women's Double Handle Bag Quality Leather Handbag/boston Bag	I saw many good feedbacks about this backpack before and I wanted have ...	I saw many good feedbacks about this backpack before and I wanted have a try, too. And I'm not disappointed! This bckpack is just the same as I expected. A very useful one! I can carry my Ipad and other items to class now. I love it!
14693	__label2__	5	Y	Lawn and Garden	B0098HR10I	Weber 47510001 Spirit E310 Natural Gas Grill, Black	Great product!	The grill came with a couple minor dents in the bottom and the door. Not bad enough to get replaced. The grill works great. Gets very hot in 10 to 15 minutes 500 to 550 degrees. No flare up problems. The only problem is food tends to stick to the grates. But overall I am very happy.
20705	__label2__	5	Y	Books	031095097X	The Story: The Bible as One Continuing Story of God and His People (Selections from the New International Version)	Book Review	This book is an excellent read to use in conjunction with one's bible readings.  It allows for clarification and the shaping of perspective as it applies to the various lessons the bible offers.  Thanks!!!!!!!!!!!!
